order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
OI-0000137,OR-000046,SKU-0020,2,31.62,0.05,60.08
OI-0000138,OR-000047,SKU-0023,1,8.40,0.00,8.40
OI-0000140,OR-000049,SKU-0060,5,23.25,0.00,116.25
OI-0000141,OR-000049,SKU-0022,3,26.86,0.00,80.58
OI-0000142,OR-000049,SKU-0041,5,19.76,0.00,98.80
OI-0000143,OR-000049,SKU-0058,4,45.65,0.00,182.60
OI-0000144,OR-000049,SKU-0001,1,14.26,0.15,12.12
OI-0000145,OR-000050,SKU-0019,5,40.98,0.05,194.65
OI-0000146,OR-000050,SKU-0057,2,11.57,0.00,23.14
OI-0000147,OR-000050,SKU-0030,3,47.21,0.05,134.55
OI-0000148,OR-000050,SKU-0002,5,15.08,0.15,64.09
OI-0000150,OR-000052,SKU-0034,5,24.16,0.10,108.72
OI-0000151,OR-000052,SKU-0036,4,13.87,0.00,55.48
OI-0000152,OR-000052,SKU-0037,4,35.00,0.05,133.00
OI-0000153,OR-000052,SKU-0038,6,21.08,0.05,120.16
OI-0000165,OR-000057,SKU-0050,2,46.08,0.15,78.34
OI-0000169,OR-000059,SKU-0016,4,46.17,0.00,184.68
OI-0000170,OR-000059,SKU-0034,2,24.16,0.10,43.49
OI-0000171,OR-000059,SKU-0020,2,31.62,0.00,63.24
OI-0000172,OR-000059,SKU-0005,2,42.53,0.15,72.30
OI-0000173,OR-000059,SKU-0051,5,14.92,0.00,74.60
OI-0000179,OR-000062,SKU-0011,4,30.63,0.00,122.52
OI-0000180,OR-000062,SKU-0026,2,21.39,0.15,36.36
OI-0000181,OR-000062,SKU-0046,4,40.95,0.00,163.80
OI-0000182,OR-000062,SKU-0059,4,29.19,0.15,99.25
OI-0000188,OR-000064,SKU-0010,6,37.20,0.00,223.20
OI-0000189,OR-000064,SKU-0017,4,9.51,0.15,32.33
OI-0000190,OR-000064,SKU-0055,1,7.92,0.10,7.13
OI-0000191,OR-000065,SKU-0004,6,35.25,0.05,200.92
OI-0000192,OR-000065,SKU-0012,1,40.02,0.00,40.02
OI-0000193,OR-000065,SKU-0037,6,35.00,0.15,178.50
OI-0000196,OR-000068,SKU-0041,5,19.76,0.10,88.92
OI-0000197,OR-000068,SKU-0005,1,42.53,0.00,42.53
OI-0000201,OR-000070,SKU-0046,2,40.95,0.15,69.62
OI-0000202,OR-000071,SKU-0051,5,14.92,0.15,63.41
OI-0000203,OR-000071,SKU-0006,1,20.40,0.00,20.40
OI-0000204,OR-000071,SKU-0029,5,4.31,0.00,21.55
OI-0000205,OR-000071,SKU-0048,6,24.84,0.15,126.68
OI-0000206,OR-000072,SKU-0005,4,42.53,0.10,153.11
OI-0000207,OR-000073,SKU-0011,1,30.63,0.00,30.63
OI-0000208,OR-000073,SKU-0008,1,1.97,0.00,1.97
OI-0000209,OR-000074,SKU-0006,1,20.40,0.00,20.40
OI-0000210,OR-000074,SKU-0005,4,42.53,0.00,170.12
OI-0000211,OR-000074,SKU-0044,5,26.37,0.05,128.43
OI-0000212,OR-000075,SKU-0023,5,8.40,0.15,35.70
OI-0000213,OR-000075,SKU-0009,4,33.65,0.00,134.60
OI-0000214,OR-000075,SKU-0011,6,30.63,0.00,183.78
OI-0000215,OR-000075,SKU-0055,5,7.92,0.05,37.62
OI-0000216,OR-000075,SKU-0030,3,47.21,0.00,141.63
OI-0000217,OR-000076,SKU-0009,1,33.65,0.00,33.65
OI-0000218,OR-000076,SKU-0037,3,35.00,0.05,99.75
OI-0000219,OR-000076,SKU-0008,5,1.97,0.00,9.85
OI-0000220,OR-000077,SKU-0011,2,30.63,0.15,52.07
OI-0000221,OR-000077,SKU-0033,1,37.17,0.05,35.31
OI-0000231,OR-000080,SKU-0017,3,9.51,0.00,28.53
OI-0000236,OR-000082,SKU-0022,3,26.86,0.00,80.58
OI-0000237,OR-000082,SKU-0049,6,15.18,0.00,91.08
OI-0000238,OR-000082,SKU-0042,2,36.89,0.10,66.40
OI-0000239,OR-000083,SKU-0046,2,40.95,0.10,73.71
OI-0000240,OR-000083,SKU-0021,3,3.76,0.00,11.28
OI-0000241,OR-000083,SKU-0001,1,14.26,0.05,13.55
OI-0000242,OR-000083,SKU-0009,4,33.65,0.05,127.87
OI-0000243,OR-000083,SKU-0017,1,9.51,0.00,9.51
OI-0000248,OR-000085,SKU-0050,6,46.08,0.05,262.66
OI-0000249,OR-000085,SKU-0033,3,37.17,0.00,111.51
OI-0000250,OR-000085,SKU-0040,3,45.53,0.00,136.59
OI-0000251,OR-000086,SKU-0027,2,10.49,0.00,20.98
OI-0000252,OR-000086,SKU-0019,5,40.98,0.00,204.90
OI-0000253,OR-000087,SKU-0042,2,36.89,0.15,62.71
OI-0000257,OR-000089,SKU-0021,1,3.76,0.05,3.57
OI-0000258,OR-000089,SKU-0052,5,8.94,0.00,44.70
OI-0000259,OR-000089,SKU-0032,6,46.35,0.05,264.19
OI-0000260,OR-000089,SKU-0006,1,20.40,0.00,20.40
OI-0000266,OR-000092,SKU-0052,5,8.94,0.05,42.46
OI-0000272,OR-000094,SKU-0058,3,45.65,0.00,136.95
OI-0000273,OR-000094,SKU-0030,3,47.21,0.05,134.55
OI-0000274,OR-000094,SKU-0060,2,23.25,0.15,39.52
OI-0000275,OR-000094,SKU-0047,5,42.92,0.00,214.60
OI-0000278,OR-000096,SKU-0024,6,21.04,0.00,126.24
OI-0000279,OR-000096,SKU-0001,5,14.26,0.15,60.60
OI-0000280,OR-000096,SKU-0019,5,40.98,0.00,204.90
OI-0000281,OR-000096,SKU-0014,4,43.57,0.00,174.28
OI-0000282,OR-000096,SKU-0034,6,24.16,0.00,144.96
OI-0000291,OR-000101,SKU-0011,3,30.63,0.05,87.30
OI-0000292,OR-000101,SKU-0028,2,34.65,0.00,69.30
OI-0000293,OR-000101,SKU-0020,4,31.62,0.00,126.48
OI-0000294,OR-000102,SKU-0054,5,31.89,0.05,151.48
OI-0000295,OR-000102,SKU-0050,3,46.08,0.00,138.24
OI-0000296,OR-000102,SKU-0007,5,39.44,0.00,197.20
OI-0000297,OR-000102,SKU-0048,4,24.84,0.05,94.39
OI-0000308,OR-000105,SKU-0023,6,8.40,0.05,47.88
OI-0000309,OR-000105,SKU-0045,1,16.47,0.10,14.82
OI-0000311,OR-000107,SKU-0001,3,14.26,0.00,42.78
OI-0000312,OR-000107,SKU-0003,2,8.35,0.00,16.70
OI-0000313,OR-000107,SKU-0020,3,31.62,0.15,80.63
OI-0000314,OR-000107,SKU-0026,5,21.39,0.00,106.95
OI-0000315,OR-000107,SKU-0010,4,37.20,0.10,133.92
OI-0000318,OR-000109,SKU-0004,2,35.25,0.15,59.92
OI-0000319,OR-000110,SKU-0055,2,7.92,0.15,13.46
OI-0000320,OR-000110,SKU-0004,2,35.25,0.00,70.50
OI-0000321,OR-000110,SKU-0001,4,14.26,0.00,57.04
OI-0000322,OR-000110,SKU-0053,5,10.85,0.00,54.25
OI-0000323,OR-000111,SKU-0022,6,26.86,0.05,153.10
OI-0000324,OR-000111,SKU-0025,4,33.88,0.05,128.74
OI-0000325,OR-000112,SKU-0042,3,36.89,0.05,105.14
OI-0000326,OR-000112,SKU-0036,5,13.87,0.05,65.88
OI-0000327,OR-000113,SKU-0036,4,13.87,0.10,49.93
OI-0000328,OR-000113,SKU-0026,1,21.39,0.05,20.32
OI-0000329,OR-000113,SKU-0029,2,4.31,0.00,8.62
OI-0000330,OR-000113,SKU-0047,6,42.92,0.00,257.52
OI-0000331,OR-000113,SKU-0010,6,37.20,0.10,200.88
OI-0000335,OR-000115,SKU-0048,4,24.84,0.15,84.46
OI-0000336,OR-000116,SKU-0030,4,47.21,0.05,179.40
OI-0000337,OR-000117,SKU-0051,6,14.92,0.00,89.52
OI-0000338,OR-000117,SKU-0052,1,8.94,0.00,8.94
OI-0000339,OR-000117,SKU-0040,1,45.53,0.00,45.53
OI-0000340,OR-000117,SKU-0054,6,31.89,0.15,162.64
OI-0000342,OR-000119,SKU-0051,3,14.92,0.15,38.05
OI-0000343,OR-000119,SKU-0024,2,21.04,0.05,39.98
OI-0000344,OR-000119,SKU-0055,4,7.92,0.00,31.68
OI-0000345,OR-000119,SKU-0042,6,36.89,0.10,199.21
OI-0000346,OR-000120,SKU-0021,5,3.76,0.00,18.80
OI-0000347,OR-000120,SKU-0044,2,26.37,0.10,47.47
OI-0000348,OR-000120,SKU-0007,3,39.44,0.15,100.57
OI-0000349,OR-000121,SKU-0025,3,33.88,0.00,101.64
OI-0000350,OR-000121,SKU-0018,4,3.17,0.00,12.68
OI-0000351,OR-000122,SKU-0038,5,21.08,0.05,100.13
OI-0000352,OR-000123,SKU-0050,2,46.08,0.00,92.16
OI-0000353,OR-000123,SKU-0055,1,7.92,0.10,7.13
OI-0000354,OR-000123,SKU-0042,2,36.89,0.00,73.78
OI-0000355,OR-000124,SKU-0046,6,40.95,0.00,245.70
OI-0000356,OR-000124,SKU-0016,6,46.17,0.00,277.02
OI-0000357,OR-000125,SKU-0028,6,34.65,0.05,197.50
OI-0000358,OR-000125,SKU-0042,3,36.89,0.05,105.14
OI-0000359,OR-000126,SKU-0047,4,42.92,0.05,163.10
OI-0000360,OR-000126,SKU-0047,3,42.92,0.00,128.76
OI-0000361,OR-000126,SKU-0016,1,46.17,0.00,46.17
OI-0000362,OR-000126,SKU-0018,6,3.17,0.00,19.02
OI-0000364,OR-000128,SKU-0016,1,46.17,0.00,46.17
OI-0000365,OR-000128,SKU-0020,6,31.62,0.15,161.26
OI-0000366,OR-000128,SKU-0051,3,14.92,0.00,44.76
OI-0000367,OR-000129,SKU-0017,6,9.51,0.10,51.35
OI-0000368,OR-000129,SKU-0057,2,11.57,0.15,19.67
OI-0000369,OR-000129,SKU-0052,4,8.94,0.15,30.40
OI-0000370,OR-000129,SKU-0042,3,36.89,0.10,99.60
OI-0000375,OR-000132,SKU-0035,4,22.53,0.00,90.12
OI-0000376,OR-000132,SKU-0024,5,21.04,0.00,105.20
OI-0000377,OR-000132,SKU-0012,3,40.02,0.00,120.06
OI-0000378,OR-000133,SKU-0048,1,24.84,0.00,24.84
OI-0000379,OR-000133,SKU-0046,4,40.95,0.15,139.23
OI-0000385,OR-000135,SKU-0029,3,4.31,0.00,12.93
OI-0000386,OR-000135,SKU-0004,3,35.25,0.00,105.75
OI-0000387,OR-000135,SKU-0028,3,34.65,0.00,103.95
OI-0000388,OR-000135,SKU-0057,6,11.57,0.00,69.42
OI-0000389,OR-000136,SKU-0044,2,26.37,0.10,47.47
OI-0000390,OR-000136,SKU-0007,2,39.44,0.05,74.94
OI-0000392,OR-000138,SKU-0059,5,29.19,0.15,124.06
OI-0000393,OR-000138,SKU-0058,4,45.65,0.00,182.60
OI-0000399,OR-000140,SKU-0054,1,31.89,0.00,31.89
OI-0000400,OR-000140,SKU-0055,3,7.92,0.10,21.38
OI-0000401,OR-000140,SKU-0023,4,8.40,0.05,31.92
OI-0000402,OR-000140,SKU-0050,3,46.08,0.15,117.50
OI-0000403,OR-000140,SKU-0039,3,46.71,0.05,133.12
OI-0000404,OR-000141,SKU-0043,2,47.93,0.00,95.86
OI-0000405,OR-000141,SKU-0056,5,33.56,0.10,151.02
OI-0000406,OR-000141,SKU-0031,2,13.79,0.15,23.44
OI-0000407,OR-000141,SKU-0006,4,20.40,0.15,69.36
OI-0000408,OR-000141,SKU-0012,2,40.02,0.00,80.04
OI-0000413,OR-000143,SKU-0035,5,22.53,0.00,112.65
OI-0000424,OR-000147,SKU-0025,5,33.88,0.05,160.93
OI-0000425,OR-000147,SKU-0010,4,37.20,0.10,133.92
OI-0000426,OR-000147,SKU-0036,3,13.87,0.00,41.61
OI-0000427,OR-000147,SKU-0026,4,21.39,0.00,85.56
OI-0000431,OR-000149,SKU-0010,2,37.20,0.15,63.24
OI-0000432,OR-000149,SKU-0013,4,12.69,0.00,50.76
OI-0000433,OR-000149,SKU-0053,3,10.85,0.00,32.55
OI-0000434,OR-000150,SKU-0008,5,1.97,0.00,9.85
OI-0000435,OR-000150,SKU-0032,1,46.35,0.05,44.03
OI-0000439,OR-000152,SKU-0002,4,15.08,0.05,57.30
OI-0000440,OR-000152,SKU-0048,6,24.84,0.00,149.04
OI-0000441,OR-000152,SKU-0007,3,39.44,0.15,100.57
OI-0000442,OR-000152,SKU-0008,4,1.97,0.15,6.70
OI-0000444,OR-000154,SKU-0055,1,7.92,0.10,7.13
OI-0000445,OR-000154,SKU-0002,2,15.08,0.15,25.64
OI-0000446,OR-000154,SKU-0013,1,12.69,0.10,11.42
OI-0000447,OR-000154,SKU-0011,6,30.63,0.00,183.78
OI-0000448,OR-000154,SKU-0054,5,31.89,0.05,151.48
OI-0000455,OR-000157,SKU-0055,3,7.92,0.15,20.20
OI-0000456,OR-000157,SKU-0031,2,13.79,0.00,27.58
OI-0000457,OR-000157,SKU-0053,2,10.85,0.05,20.61
OI-0000458,OR-000157,SKU-0019,2,40.98,0.00,81.96
OI-0000463,OR-000160,SKU-0019,4,40.98,0.00,163.92
OI-0000464,OR-000160,SKU-0021,2,3.76,0.00,7.52
OI-0000465,OR-000160,SKU-0033,6,37.17,0.00,223.02
OI-0000466,OR-000160,SKU-0031,2,13.79,0.05,26.20
OI-0000467,OR-000161,SKU-0007,6,39.44,0.00,236.64
OI-0000468,OR-000161,SKU-0039,5,46.71,0.05,221.87
OI-0000474,OR-000164,SKU-0004,1,35.25,0.00,35.25
OI-0000475,OR-000164,SKU-0050,3,46.08,0.15,117.50
OI-0000476,OR-000164,SKU-0008,5,1.97,0.00,9.85
OI-0000477,OR-000165,SKU-0027,5,10.49,0.05,49.83
OI-0000478,OR-000166,SKU-0043,2,47.93,0.05,91.07
OI-0000479,OR-000166,SKU-0007,5,39.44,0.00,197.20
OI-0000480,OR-000166,SKU-0025,1,33.88,0.00,33.88
OI-0000482,OR-000168,SKU-0002,2,15.08,0.10,27.14
OI-0000483,OR-000168,SKU-0013,6,12.69,0.05,72.33
OI-0000510,OR-000180,SKU-0045,5,16.47,0.15,70.00
OI-0000511,OR-000180,SKU-0055,2,7.92,0.10,14.26
OI-0000512,OR-000180,SKU-0053,1,10.85,0.15,9.22
OI-0000513,OR-000180,SKU-0029,6,4.31,0.15,21.98
OI-0000514,OR-000180,SKU-0027,6,10.49,0.00,62.94
OI-0000515,OR-000181,SKU-0015,6,11.18,0.00,67.08
OI-0000516,OR-000181,SKU-0049,6,15.18,0.05,86.53
OI-0000517,OR-000182,SKU-0008,5,1.97,0.00,9.85
OI-0000527,OR-000187,SKU-0052,5,8.94,0.00,44.70
OI-0000528,OR-000187,SKU-0001,3,14.26,0.00,42.78
OI-0000529,OR-000187,SKU-0054,4,31.89,0.00,127.56
OI-0000530,OR-000188,SKU-0011,1,30.63,0.10,27.57
OI-0000531,OR-000188,SKU-0023,4,8.40,0.00,33.60
OI-0000532,OR-000188,SKU-0019,6,40.98,0.00,245.88
OI-0000538,OR-000190,SKU-0017,2,9.51,0.15,16.17
OI-0000548,OR-000194,SKU-0002,3,15.08,0.15,38.45
OI-0000549,OR-000194,SKU-0052,5,8.94,0.15,37.99
OI-0000550,OR-000194,SKU-0058,6,45.65,0.10,246.51
OI-0000554,OR-000196,SKU-0003,5,8.35,0.00,41.75
OI-0000571,OR-000201,SKU-0017,6,9.51,0.00,57.06
OI-0000572,OR-000201,SKU-0027,2,10.49,0.00,20.98
OI-0000573,OR-000201,SKU-0034,6,24.16,0.00,144.96
OI-0000574,OR-000202,SKU-0006,3,20.40,0.10,55.08
OI-0000575,OR-000202,SKU-0049,6,15.18,0.00,91.08
OI-0000576,OR-000202,SKU-0043,2,47.93,0.00,95.86
OI-0000577,OR-000202,SKU-0043,4,47.93,0.00,191.72
OI-0000578,OR-000203,SKU-0050,3,46.08,0.00,138.24
OI-0000579,OR-000203,SKU-0031,1,13.79,0.05,13.10
OI-0000580,OR-000203,SKU-0025,2,33.88,0.10,60.98
OI-0000581,OR-000203,SKU-0013,5,12.69,0.10,57.10
OI-0000582,OR-000203,SKU-0034,6,24.16,0.15,123.22
OI-0000584,OR-000205,SKU-0042,4,36.89,0.10,132.80
OI-0000585,OR-000206,SKU-0031,4,13.79,0.15,46.89
OI-0000586,OR-000207,SKU-0019,2,40.98,0.10,73.76
OI-0000587,OR-000207,SKU-0057,6,11.57,0.05,65.95
OI-0000588,OR-000207,SKU-0059,3,29.19,0.15,74.43
OI-0000604,OR-000212,SKU-0044,4,26.37,0.00,105.48
OI-0000620,OR-000218,SKU-0057,2,11.57,0.00,23.14
OI-0000621,OR-000218,SKU-0051,3,14.92,0.10,40.28
OI-0000622,OR-000218,SKU-0040,5,45.53,0.15,193.50
OI-0000623,OR-000218,SKU-0037,2,35.00,0.10,63.00
OI-0000624,OR-000219,SKU-0030,4,47.21,0.00,188.84
OI-0000625,OR-000219,SKU-0055,3,7.92,0.00,23.76
OI-0000626,OR-000219,SKU-0030,1,47.21,0.00,47.21
OI-0000629,OR-000221,SKU-0025,6,33.88,0.00,203.28
OI-0000630,OR-000221,SKU-0033,5,37.17,0.00,185.85
OI-0000631,OR-000221,SKU-0031,1,13.79,0.10,12.41
OI-0000632,OR-000221,SKU-0010,6,37.20,0.00,223.20
OI-0000633,OR-000221,SKU-0025,3,33.88,0.00,101.64
OI-0000639,OR-000224,SKU-0040,2,45.53,0.10,81.95
OI-0000640,OR-000224,SKU-0039,2,46.71,0.00,93.42
OI-0000641,OR-000224,SKU-0002,4,15.08,0.00,60.32
OI-0000642,OR-000224,SKU-0046,2,40.95,0.00,81.90
OI-0000643,OR-000224,SKU-0057,5,11.57,0.00,57.85
OI-0000644,OR-000225,SKU-0055,6,7.92,0.00,47.52
OI-0000645,OR-000225,SKU-0037,4,35.00,0.00,140.00
OI-0000646,OR-000225,SKU-0009,1,33.65,0.00,33.65
OI-0000647,OR-000225,SKU-0010,1,37.20,0.00,37.20
OI-0000648,OR-000226,SKU-0032,5,46.35,0.15,196.99
OI-0000649,OR-000226,SKU-0006,6,20.40,0.00,122.40
OI-0000650,OR-000226,SKU-0035,1,22.53,0.00,22.53
OI-0000651,OR-000226,SKU-0055,5,7.92,0.00,39.60
OI-0000652,OR-000226,SKU-0024,5,21.04,0.05,99.94
OI-0000659,OR-000229,SKU-0009,5,33.65,0.00,168.25
OI-0000660,OR-000229,SKU-0041,1,19.76,0.15,16.80
OI-0000661,OR-000229,SKU-0047,2,42.92,0.05,81.55
OI-0000662,OR-000229,SKU-0043,1,47.93,0.00,47.93
OI-0000663,OR-000229,SKU-0039,1,46.71,0.10,42.04
OI-0000664,OR-000230,SKU-0002,3,15.08,0.15,38.45
OI-0000665,OR-000230,SKU-0047,2,42.92,0.10,77.26
OI-0000666,OR-000230,SKU-0060,3,23.25,0.10,62.77
OI-0000669,OR-000232,SKU-0054,6,31.89,0.00,191.34
OI-0000670,OR-000232,SKU-0009,5,33.65,0.15,143.01
OI-0000671,OR-000232,SKU-0020,3,31.62,0.05,90.12
OI-0000672,OR-000232,SKU-0015,6,11.18,0.05,63.73
OI-0000679,OR-000236,SKU-0002,2,15.08,0.00,30.16
OI-0000680,OR-000236,SKU-0056,4,33.56,0.00,134.24
OI-0000681,OR-000236,SKU-0002,6,15.08,0.00,90.48
OI-0000689,OR-000240,SKU-0007,6,39.44,0.00,236.64
OI-0000694,OR-000242,SKU-0007,6,39.44,0.00,236.64
OI-0000695,OR-000242,SKU-0018,6,3.17,0.00,19.02
OI-0000696,OR-000242,SKU-0042,2,36.89,0.00,73.78
OI-0000697,OR-000242,SKU-0046,1,40.95,0.00,40.95
OI-0000698,OR-000242,SKU-0041,3,19.76,0.00,59.28
OI-0000705,OR-000246,SKU-0053,6,10.85,0.00,65.10
OI-0000706,OR-000246,SKU-0040,5,45.53,0.15,193.50
OI-0000707,OR-000246,SKU-0033,3,37.17,0.00,111.51
OI-0000708,OR-000246,SKU-0025,3,33.88,0.00,101.64
OI-0000709,OR-000246,SKU-0045,5,16.47,0.10,74.11
OI-0000710,OR-000247,SKU-0037,6,35.00,0.00,210.00
OI-0000711,OR-000247,SKU-0019,5,40.98,0.00,204.90
OI-0000712,OR-000247,SKU-0034,5,24.16,0.00,120.80
OI-0000713,OR-000247,SKU-0022,1,26.86,0.15,22.83
OI-0000714,OR-000248,SKU-0021,3,3.76,0.00,11.28
OI-0000727,OR-000254,SKU-0014,1,43.57,0.00,43.57
OI-0000728,OR-000254,SKU-0027,5,10.49,0.00,52.45
OI-0000734,OR-000256,SKU-0058,5,45.65,0.00,228.25
OI-0000735,OR-000256,SKU-0036,5,13.87,0.00,69.35
OI-0000736,OR-000257,SKU-0054,6,31.89,0.00,191.34
OI-0000749,OR-000262,SKU-0049,1,15.18,0.00,15.18
OI-0000750,OR-000262,SKU-0026,5,21.39,0.00,106.95
OI-0000751,OR-000262,SKU-0012,2,40.02,0.00,80.04
OI-0000754,OR-000264,SKU-0055,1,7.92,0.10,7.13
OI-0000755,OR-000264,SKU-0003,3,8.35,0.05,23.80
OI-0000756,OR-000265,SKU-0007,4,39.44,0.00,157.76
OI-0000757,OR-000266,SKU-0013,1,12.69,0.00,12.69
OI-0000758,OR-000266,SKU-0025,2,33.88,0.10,60.98
OI-0000759,OR-000266,SKU-0057,6,11.57,0.05,65.95
OI-0000764,OR-000268,SKU-0043,2,47.93,0.00,95.86
OI-0000765,OR-000268,SKU-0002,3,15.08,0.10,40.72
OI-0000766,OR-000268,SKU-0009,4,33.65,0.15,114.41
OI-0000767,OR-000268,SKU-0017,6,9.51,0.05,54.21
OI-0000768,OR-000269,SKU-0022,5,26.86,0.15,114.16
OI-0000769,OR-000269,SKU-0057,3,11.57,0.00,34.71
OI-0000770,OR-000269,SKU-0008,1,1.97,0.05,1.87
OI-0000771,OR-000269,SKU-0024,3,21.04,0.15,53.65
OI-0000778,OR-990001,SKU-0051,5,14.92,0.15,63.41
OI-0000781,OR-000274,SKU-0035,4,22.53,0.00,90.12
OI-0000791,OR-000277,SKU-0058,1,45.65,0.00,45.65
OI-0000800,OR-000282,SKU-0033,3,37.17,0.05,105.93
OI-0000801,OR-000282,SKU-0028,5,34.65,0.00,173.25
OI-0000802,OR-000282,SKU-0046,1,40.95,0.00,40.95
OI-0000803,OR-000283,SKU-0023,4,8.40,0.00,33.60
OI-0000804,OR-000283,SKU-0060,3,23.25,0.00,69.75
OI-0000805,OR-000284,SKU-0038,4,21.08,0.00,84.32
OI-0000806,OR-000284,SKU-0044,1,26.37,0.15,22.41
OI-0000807,OR-000284,SKU-0019,1,40.98,0.00,40.98
OI-0000808,OR-000285,SKU-0054,2,31.89,0.05,60.59
OI-0000809,OR-000285,SKU-0006,3,20.40,0.15,52.02
OI-0000810,OR-000285,SKU-0042,5,36.89,0.00,184.45
OI-0000811,OR-000285,SKU-0027,2,10.49,0.10,18.88
OI-0000812,OR-000285,SKU-0026,2,21.39,0.05,40.64
OI-0000816,OR-000287,SKU-0017,2,9.51,0.00,19.02
OI-0000817,OR-000287,SKU-0022,3,26.86,0.10,72.52
OI-0000823,OR-000289,SKU-0016,1,46.17,0.00,46.17
OI-0000824,OR-000290,SKU-0036,3,13.87,0.05,39.53
OI-0000825,OR-000290,SKU-0059,1,29.19,0.00,29.19
OI-0000826,OR-000290,SKU-0051,5,14.92,0.10,67.14
OI-0000828,OR-000292,SKU-0034,4,24.16,0.00,96.64
OI-0000829,OR-000292,SKU-0006,3,20.40,0.00,61.20
