order_id,customer_id,store_id,order_date,status,channel,currency
OR-000233,CU-00085,ST-004,2026-01-16,returned,phone,USD
OR-000234,CU-00155,ST-008,2026-01-16,returned,in_store,USD
OR-000235,CU-00132,ST-007,2026-01-16,delivered,mobile,USD
OR-000237,CU-00129,ST-002,2026-01-16,picked,mobile,USD
OR-000238,CU-00082,ST-007,2026-01-16,placed,in_store,USD
OR-000239,CU-00194,ST-002,2026-01-16,delivered,web,USD
OR-000241,CU-00073,ST-004,2026-01-16,returned,web,USD
OR-000243,CU-00126,ST-006,2026-01-16,shipped,web,USD
OR-000244,CU-00163,ST-006,2026-01-16,shipped,in_store,USD
OR-000245,CU-00052,ST-003,2026-01-16,delivered,mobile,USD
OR-000249,CU-00137,ST-002,2026-01-16,returned,web,USD
OR-000250,CU-00168,ST-008,2026-01-16,shipped,web,USD
OR-000251,CU-00054,ST-004,2026-01-16,returned,phone,USD
OR-000252,CU-00142,ST-006,2026-01-16,picked,phone,USD
OR-000253,CU-00016,ST-007,2026-01-16,delivered,mobile,USD
OR-000255,CU-00128,ST-006,2026-01-16,placed,mobile,USD
OR-000258,CU-00013,ST-008,2026-01-16,picked,web,USD
OR-000259,CU-00192,ST-001,2026-01-16,picked,web,USD
OR-000260,CU-00190,ST-003,2026-01-16,returned,phone,USD
OR-000261,CU-00116,ST-006,2026-01-16,picked,phone,USD
OR-000263,CU-00121,ST-006,2026-01-16,returned,mobile,USD
OR-000267,CU-00064,ST-004,2026-01-16,picked,phone,USD
OR-000270,CU-00026,ST-004,2026-01-16,picked,mobile,USD
OR-000271,CU-00043,ST-006,2026-01-16,returned,phone,USD
OR-000272,CU-00102,ST-003,2026-01-16,picked,web,USD
OR-000273,CU-00082,ST-004,2026-01-16,returned,in_store,USD
OR-000275,CU-00130,ST-005,2026-01-16,delivered,web,USD
OR-000276,CU-00111,ST-004,2026-01-16,placed,web,USD
OR-000278,CU-00117,ST-001,2026-01-16,returned,mobile,USD
OR-000279,CU-00040,ST-001,2026-01-16,picked,in_store,USD
OR-000280,CU-00046,ST-004,2026-01-16,delivered,web,USD
OR-000281,CU-00032,ST-001,2026-01-16,returned,in_store,USD
OR-000286,CU-00102,ST-006,2026-01-16,delivered,web,USD
OR-000288,CU-00091,ST-007,2026-01-16,returned,phone,USD
OR-000291,CU-00162,ST-004,2026-01-16,shipped,web,USD
OR-000297,CU-00195,ST-002,2026-01-16,placed,mobile,USD
OR-000298,CU-00134,ST-004,2026-01-16,placed,web,USD
OR-000299,CU-00063,ST-006,2026-01-16,placed,mobile,USD
OR-000300,CU-00168,ST-003,2026-01-16,returned,phone,USD
OR-000301,CU-00101,ST-007,2026-01-16,returned,in_store,USD
OR-000302,CU-90002,ST-003,2026-01-16,shipped,web,USD
OR-000312,CU-00100,ST-004,2026-01-16,placed,phone,USD
OR-000313,CU-00117,ST-001,2026-01-16,picked,phone,USD
OR-000318,CU-00064,ST-002,2026-01-16,returned,phone,USD
OR-000323,CU-00134,ST-002,2026-01-16,picked,web,USD
OR-000325,CU-00021,ST-002,2026-01-16,shipped,mobile,USD
OR-000327,CU-00029,ST-006,2026-01-16,delivered,in_store,USD
OR-000328,CU-00162,ST-007,2026-01-16,placed,phone,USD
OR-000331,CU-00001,ST-003,2026-01-16,picked,phone,USD
OR-000332,CU-00015,ST-002,2026-01-16,placed,in_store,USD
OR-000333,CU-00074,ST-003,2026-01-16,returned,in_store,USD
OR-000334,CU-00163,ST-003,2026-01-16,returned,in_store,USD
OR-000335,CU-00174,ST-002,2026-01-16,returned,in_store,USD
OR-000337,CU-00126,ST-004,2026-01-16,returned,in_store,USD
OR-000338,CU-00124,ST-004,2026-01-16,shipped,mobile,USD
OR-000339,CU-00168,ST-007,2026-01-16,delivered,mobile,USD
OR-000342,CU-00151,ST-007,2026-01-16,delivered,web,USD
OR-000343,CU-00102,ST-002,2026-01-16,delivered,web,USD
OR-000344,CU-00189,ST-002,2026-01-16,placed,mobile,USD
OR-000345,CU-00142,ST-001,2026-01-16,returned,phone,USD
OR-000347,CU-00027,ST-005,2026-01-16,returned,in_store,USD
OR-000348,CU-00073,ST-006,2026-01-16,picked,mobile,USD
OR-000350,CU-00183,ST-003,2026-01-16,shipped,in_store,USD
OR-000351,CU-00092,ST-006,2026-01-16,picked,web,USD
OR-000354,CU-00011,ST-006,2026-01-16,returned,in_store,USD
OR-000356,CU-00190,ST-001,2026-01-16,delivered,mobile,USD
OR-000361,CU-00158,ST-004,2026-01-16,shipped,web,USD
OR-000362,CU-00117,ST-002,2026-01-16,returned,in_store,USD
OR-000363,CU-00023,ST-006,2026-01-16,shipped,in_store,USD
OR-000364,CU-00065,ST-002,2026-01-16,delivered,in_store,USD
OR-000366,CU-00101,ST-008,2026-01-16,delivered,web,USD
OR-000368,CU-00044,ST-007,2026-01-16,picked,web,USD
OR-000370,CU-00112,ST-002,2026-01-16,placed,mobile,USD
OR-000372,CU-00143,ST-002,2026-01-16,picked,web,USD
OR-000373,CU-00087,ST-006,2026-01-16,delivered,web,USD
OR-000374,CU-00073,ST-003,2026-01-16,shipped,mobile,USD
OR-000376,CU-00187,ST-007,2026-01-16,shipped,mobile,USD
OR-000378,CU-00036,ST-007,2026-01-16,picked,web,USD
OR-000380,CU-00104,ST-006,2026-01-16,placed,phone,USD
OR-000381,CU-00142,ST-002,2026-01-16,shipped,phone,USD
OR-000385,CU-00155,ST-002,2026-01-16,placed,in_store,USD
OR-000386,CU-00136,ST-003,2026-01-16,placed,web,USD
OR-000388,CU-00106,ST-004,2026-01-16,returned,mobile,USD
OR-000390,CU-00066,ST-006,2026-01-16,returned,phone,USD
OR-000395,CU-00112,ST-008,2026-01-16,placed,in_store,USD
OR-000396,CU-00047,ST-003,2026-01-16,shipped,phone,USD
OR-000399,CU-00048,ST-002,2026-01-16,picked,web,USD
OR-000400,CU-00109,ST-001,2026-01-16,picked,web,USD
OR-000402,CU-00199,ST-004,2026-01-16,picked,web,USD
OR-000407,CU-00059,ST-004,2026-01-16,placed,phone,USD
OR-000408,CU-00185,ST-003,2026-01-16,delivered,web,USD
OR-000409,CU-00112,ST-005,2026-01-16,shipped,in_store,USD
OR-000412,CU-00109,ST-005,2026-01-16,placed,in_store,USD
OR-000421,CU-00039,ST-008,2026-01-16,placed,mobile,USD
OR-000424,CU-00076,ST-007,2026-01-16,delivered,web,USD
OR-000427,CU-00104,ST-007,2026-01-16,returned,mobile,USD
OR-000431,CU-00051,ST-005,2026-01-16,shipped,web,USD
OR-000434,CU-00120,ST-007,2026-01-16,picked,in_store,USD
OR-000438,CU-00066,ST-003,2026-01-16,delivered,web,USD
OR-000442,CU-00183,ST-003,2026-01-16,shipped,mobile,USD
OR-000444,CU-00050,ST-004,2026-01-16,returned,in_store,USD
OR-000446,CU-00196,ST-007,2026-01-16,picked,web,USD
OR-000447,CU-00122,ST-007,2026-01-16,delivered,web,USD
OR-000448,CU-00166,ST-002,2026-01-16,shipped,mobile,USD
OR-000449,CU-00023,ST-007,2026-01-16,picked,mobile,USD
OR-000452,CU-00144,ST-004,2026-01-16,returned,web,USD
OR-000454,CU-00171,ST-001,2026-01-16,shipped,phone,USD
OR-000456,CU-00145,ST-006,2026-01-16,returned,mobile,USD
OR-000457,CU-00190,ST-006,2026-01-16,returned,web,USD
OR-000459,CU-00086,ST-001,2026-01-16,shipped,web,USD
OR-000461,CU-00199,ST-006,2026-01-16,delivered,in_store,USD
OR-000466,CU-00012,ST-002,2026-01-16,placed,mobile,USD
OR-000468,CU-00127,ST-001,2026-01-16,picked,mobile,USD
OR-000470,CU-00108,ST-008,2026-01-16,picked,in_store,USD
OR-000473,CU-00101,ST-001,2026-01-16,shipped,in_store,USD
OR-000474,CU-00133,ST-005,2026-01-16,shipped,mobile,USD
OR-000475,CU-00162,ST-008,2026-01-16,returned,web,USD
OR-000477,CU-00127,ST-008,2026-01-16,delivered,phone,USD
OR-000478,CU-00120,ST-003,2026-01-16,shipped,mobile,USD
OR-000480,CU-00030,ST-001,2026-01-16,returned,mobile,USD
OR-000484,CU-00004,ST-007,2026-01-16,returned,in_store,USD
OR-000486,CU-00163,ST-002,2026-01-16,picked,mobile,USD
OR-000487,CU-00127,ST-005,2026-01-16,placed,in_store,USD
OR-000488,CU-00167,ST-003,2026-01-16,picked,phone,USD
OR-000492,CU-00145,ST-008,2026-01-16,placed,web,USD
OR-000493,CU-00039,ST-003,2026-01-16,picked,web,USD
OR-000494,CU-00004,ST-005,2026-01-16,delivered,mobile,USD
OR-000496,CU-00095,ST-003,2026-01-16,picked,mobile,USD
OR-000500,CU-00081,ST-002,2026-01-16,delivered,mobile,USD
OR-000501,CU-00126,ST-006,2026-01-16,picked,in_store,USD
OR-000502,CU-00130,ST-001,2026-01-16,shipped,mobile,USD
OR-000506,CU-00125,ST-004,2026-01-16,returned,web,USD
OR-000507,CU-00184,ST-005,2026-01-16,shipped,mobile,USD
OR-000509,CU-00114,ST-001,2026-01-16,delivered,in_store,USD
OR-000510,CU-00093,ST-002,2026-01-16,picked,web,USD
OR-000513,CU-00162,ST-008,2026-01-16,placed,phone,USD
OR-000514,CU-00161,ST-006,2026-01-16,picked,mobile,USD
OR-000515,CU-00055,ST-007,2026-01-16,returned,web,USD
OR-000516,CU-00061,ST-004,2026-01-16,returned,web,USD
OR-000518,CU-00016,ST-002,2026-01-16,placed,mobile,USD
OR-000519,CU-00135,ST-005,2026-01-16,picked,in_store,USD
OR-000525,CU-00085,ST-004,2026-01-16,shipped,mobile,USD
OR-000528,CU-00177,ST-005,2026-01-16,placed,web,USD
OR-000529,CU-00190,ST-007,2026-01-16,delivered,mobile,USD
OR-000532,CU-00172,ST-003,2026-01-16,picked,mobile,USD
OR-000533,CU-00166,ST-001,2026-01-16,picked,web,USD
OR-000534,CU-00118,ST-001,2026-01-16,returned,in_store,USD
OR-000535,CU-00048,ST-005,2026-01-16,returned,phone,USD
OR-000541,CU-00071,ST-002,2026-01-16,picked,mobile,USD
OR-000544,CU-00135,ST-004,2026-01-16,delivered,web,USD
OR-000545,CU-00053,ST-005,2026-01-16,picked,mobile,USD
OR-000548,CU-00002,ST-008,2026-01-16,shipped,phone,USD
OR-000550,CU-00181,ST-007,2026-01-16,shipped,web,USD
OR-000551,CU-00068,ST-007,2026-01-16,placed,mobile,USD
OR-000552,CU-00117,ST-003,2026-01-16,shipped,phone,USD
OR-000553,CU-00070,ST-007,2026-01-16,delivered,in_store,USD
OR-000555,CU-00013,ST-004,2026-01-16,placed,phone,USD
OR-000556,CU-00139,ST-004,2026-01-16,delivered,mobile,USD
OR-000559,CU-00067,ST-003,2026-01-16,shipped,in_store,USD
OR-000562,CU-00059,ST-007,2026-01-16,picked,web,USD
OR-000563,CU-00173,ST-005,2026-01-16,shipped,in_store,USD
OR-000564,CU-00152,ST-007,2026-01-16,picked,web,USD
OR-000565,CU-00187,ST-006,2026-01-16,returned,phone,USD
OR-000566,CU-00011,ST-002,2026-01-16,shipped,in_store,USD
OR-000568,CU-00078,ST-006,2026-01-16,returned,phone,USD
OR-000569,CU-00176,ST-006,2026-01-16,delivered,in_store,USD
OR-000570,CU-00157,ST-001,2026-01-16,shipped,phone,USD
OR-000572,CU-00023,ST-001,2026-01-16,delivered,phone,USD
OR-000573,CU-00173,ST-002,2026-01-16,delivered,web,USD
OR-000574,CU-00134,ST-002,2026-01-16,shipped,mobile,USD
OR-000576,CU-00014,ST-006,2026-01-16,shipped,web,USD
OR-000578,CU-00092,ST-004,2026-01-16,delivered,web,USD
OR-000579,CU-00037,ST-008,2026-01-16,returned,mobile,USD
OR-000581,CU-00187,ST-005,2026-01-16,delivered,phone,USD
OR-000582,CU-00076,ST-007,2026-01-16,delivered,in_store,USD
OR-000583,CU-00187,ST-005,2026-01-16,picked,mobile,USD
OR-000584,CU-00151,ST-002,2026-01-16,picked,web,USD
OR-000587,CU-00034,ST-002,2026-01-16,picked,in_store,USD
OR-000588,CU-00039,ST-002,2026-01-16,picked,web,USD
OR-000590,CU-00037,ST-004,2026-01-16,returned,in_store,USD
OR-000591,CU-00197,ST-007,2026-01-16,returned,phone,USD
OR-000594,CU-00134,ST-007,2026-01-16,returned,in_store,USD
OR-000598,CU-00060,ST-006,2026-01-16,delivered,mobile,USD
OR-000599,CU-00172,ST-002,2026-01-16,delivered,phone,USD
OR-000600,CU-00054,ST-001,2026-01-16,placed,mobile,USD
OR-000601,CU-00101,ST-007,2026-01-16,placed,in_store,USD
OR-000604,CU-00138,ST-003,2026-01-16,shipped,web,USD
OR-000605,CU-00139,ST-003,2026-01-16,placed,web,USD
OR-000609,CU-00027,ST-004,2026-01-16,placed,mobile,USD
OR-000610,CU-00079,ST-002,2026-01-16,returned,phone,USD
OR-000612,CU-00070,ST-002,2026-01-16,shipped,in_store,USD
OR-000613,CU-00182,ST-008,2026-01-16,returned,web,USD
OR-000617,CU-00192,ST-001,2026-01-16,placed,mobile,USD
OR-000619,CU-00073,ST-004,2026-01-16,placed,web,USD
OR-000622,CU-00032,ST-005,2026-01-16,shipped,in_store,USD
OR-000623,CU-00106,ST-004,2026-01-16,returned,in_store,USD
OR-000624,CU-00114,ST-003,2026-01-16,delivered,web,USD
OR-000625,CU-00096,ST-006,2026-01-16,shipped,in_store,USD
OR-000627,CU-00018,ST-008,2026-01-16,delivered,in_store,USD
OR-000628,CU-00028,ST-005,2026-01-16,placed,web,USD
OR-000630,CU-00160,ST-008,2026-01-16,picked,in_store,USD
OR-000632,CU-00168,ST-006,2026-01-16,shipped,mobile,USD
OR-000636,CU-00033,ST-001,2026-01-16,shipped,phone,USD
OR-000637,CU-00185,ST-004,2026-01-16,shipped,web,USD
OR-000638,CU-00072,ST-005,2026-01-16,shipped,mobile,USD
OR-000647,CU-00190,ST-001,2026-01-16,delivered,phone,USD
OR-000648,CU-00040,ST-005,2026-01-16,placed,in_store,USD
OR-000650,CU-00046,ST-004,2026-01-16,delivered,phone,USD
OR-000651,CU-00093,ST-001,2026-01-16,shipped,mobile,USD
OR-000653,CU-00040,ST-004,2026-01-16,shipped,in_store,USD
OR-000654,CU-00030,ST-004,2026-01-16,delivered,in_store,USD
OR-000656,CU-00152,ST-003,2026-01-16,Delivered,web,USD
OR-000658,CU-00095,ST-006,2026-01-16,returned,web,USD
OR-000662,CU-00045,ST-002,2026-01-16,returned,in_store,USD
OR-000664,CU-00027,ST-003,2026-01-16,placed,in_store,USD
OR-000666,CU-00007,ST-005,2026-01-16,delivered,phone,USD
OR-000672,CU-00062,ST-005,2026-01-16,placed,mobile,USD
OR-000675,CU-00102,ST-007,2026-01-16,placed,web,USD
OR-000679,CU-00024,ST-001,2026-01-16,returned,phone,USD
OR-000683,CU-00163,ST-008,2026-01-16,shipped,mobile,USD
OR-000684,CU-00046,ST-005,2026-01-16,shipped,phone,USD
OR-000685,CU-00043,ST-002,2026-01-16,placed,phone,USD
OR-000688,CU-00014,ST-008,2026-01-16,shipped,phone,USD
OR-000690,CU-00064,ST-004,2026-01-16,shipped,in_store,USD
OR-000691,CU-00003,ST-003,2026-01-16,shipped,mobile,USD
OR-000692,CU-00152,ST-005,2026-01-16,returned,phone,USD
OR-000694,CU-00074,ST-004,2026-01-16,delivered,phone,USD
OR-000695,CU-00020,ST-001,2026-01-16,placed,mobile,USD
OR-000697,CU-00131,ST-008,2026-01-16,returned,web,USD
OR-000698,CU-00054,ST-001,2026-01-16,placed,phone,USD
OR-000702,CU-00142,ST-005,2026-01-16,shipped,mobile,USD
OR-000703,CU-00165,ST-008,2026-01-16,picked,web,USD
OR-000710,CU-00136,ST-006,2026-01-16,shipped,in_store,USD
OR-000712,CU-00197,ST-005,2026-01-16,delivered,phone,USD
OR-000713,CU-00142,ST-007,2026-01-16,returned,in_store,USD
OR-000714,CU-00086,ST-006,2026-01-16,picked,phone,USD
OR-000715,CU-00055,ST-001,2026-01-16,delivered,in_store,USD
OR-000717,CU-00107,ST-006,2026-01-16,delivered,in_store,USD
OR-000720,CU-00029,ST-004,2026-01-16,delivered,in_store,USD
OR-000721,CU-00175,ST-007,2026-01-16,picked,mobile,USD
OR-000722,CU-00029,ST-007,2026-01-16,picked,in_store,USD
OR-000723,CU-00157,ST-008,2026-01-16,delivered,in_store,USD
OR-000726,CU-00021,ST-005,2026-01-16,placed,in_store,USD
OR-000727,CU-00167,ST-002,2026-01-16,picked,mobile,USD
OR-000729,CU-00152,ST-008,2026-01-16,returned,web,USD
OR-000730,CU-00070,ST-006,2026-01-16,placed,web,USD
OR-000731,CU-00064,ST-006,2026-01-16,picked,in_store,USD
OR-000732,CU-00181,ST-008,2026-01-16,delivered,web,USD
OR-000734,CU-90004,ST-002,2026-01-16,returned,phone,USD
OR-000735,CU-00049,ST-006,2026-01-16,shipped,web,USD
OR-000741,CU-00183,ST-004,2026-01-16,returned,phone,USD
OR-000742,CU-00151,ST-007,2026-01-16,delivered,mobile,USD
OR-000745,CU-00095,ST-004,2026-01-16,shipped,phone,USD
OR-000750,CU-00107,ST-004,2026-01-16,shipped,in_store,USD
OR-000752,CU-00062,ST-001,2026-01-16,delivered,phone,USD
OR-000753,CU-00165,ST-006,2026-01-16,placed,in_store,USD
OR-000756,CU-00020,ST-006,2026-01-16,returned,phone,USD
OR-000757,CU-00195,ST-004,2026-01-16,returned,web,USD
OR-000758,CU-00167,ST-003,2026-01-16,delivered,web,USD
OR-000759,CU-00130,ST-005,2026-01-16,placed,phone,USD
OR-000760,CU-00093,ST-005,2026-01-16,returned,phone,USD
OR-000761,CU-00134,ST-001,2026-01-16,placed,web,USD
OR-000763,CU-00029,ST-001,2026-01-16,placed,web,USD
OR-000766,CU-00094,ST-001,2026-01-16,placed,in_store,USD
OR-000769,CU-00168,ST-008,2026-01-16,placed,phone,USD
OR-000771,CU-00085,ST-001,2026-01-16,delivered,phone,USD
OR-000772,CU-00168,ST-007,2026-01-16,placed,web,USD
OR-000773,CU-00179,ST-002,2026-01-16,placed,web,USD
OR-000776,CU-00147,ST-004,2026-01-16,placed,web,USD
OR-000778,CU-00034,ST-001,2026-01-16,picked,mobile,USD
OR-000781,CU-00044,ST-006,2026-01-16,picked,phone,USD
OR-000782,CU-00077,ST-002,2026-01-16,delivered,mobile,USD
OR-000784,CU-00184,ST-008,2026-01-16,delivered,phone,USD
OR-000786,CU-00036,ST-005,2026-01-16,picked,web,USD
OR-000787,CU-00048,ST-002,2026-01-16,delivered,mobile,USD
OR-000788,CU-00100,ST-003,2026-01-16,picked,in_store,USD
OR-000790,CU-00081,ST-006,2026-01-16,picked,in_store,USD
OR-000793,CU-00060,ST-004,2026-01-16,placed,mobile,USD
OR-000795,CU-00180,ST-004,2026-01-16,returned,web,USD
OR-000796,CU-00049,ST-004,2026-01-16,picked,in_store,USD
OR-000797,CU-00144,ST-001,2026-01-16,returned,in_store,USD
OR-000799,CU-00153,ST-002,2026-01-16,placed,in_store,USD
OR-000800,CU-00138,ST-001,2026-01-16,shipped,in_store,USD
OR-000251,CU-00054,ST-004,2026-01-16,returned,phone,USD
